Item,Timestamp,DateTime,Date,Ask_Price,Ask_Volume,Bid_Price,Bid_Volume,Total_Ask_Volume,Total_Bid_Volume,Best_Bid_Price,Best_Ask_Price,Spread,Reference_Price
BTC-USDT,1735060981.395573,2024-12-24T20:53:01.395577,2024-12-24,98788.5,0.02101226,98788.4,1.26550772,0.34467649999999994,1.8624779500000002,98788.4,98788.5,0.10000000000582077,98788.45
BTC-USDT,1735061005.462721,2024-12-24T20:53:25.462732,2024-12-24,98782.0,1.01715845,98781.9,0.83510677,1.54439523,1.09928786,98781.9,98782.0,0.10000000000582077,98781.95
BTC-USDT,1735061021.383193,2024-12-24T20:53:41.383205,2024-12-24,98790.3,1.792569,98790.2,0.07449061,3.3034284400000002,0.27656765999999994,98790.2,98790.3,0.10000000000582077,98790.25
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98572.5,0.93102837,98572.4,0.01187222,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98574.0,0.011189,98569.5,0.00545565,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98574.1,0.01503951,98568.0,0.0619,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98574.2,0.04,98566.6,0.00053337,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98574.6,0.0101317,98564.0,0.0619,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98575.7,0.01214867,98563.6,0.01014498,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98577.2,0.02068766,98562.5,0.00443409,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98578.9,0.22284485,98561.8,0.00034468,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98579.0,0.22,98560.1,0.0186109,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
BTC-USDT,1735061574.507339,2024-12-24T21:02:54.507365,2024-12-24,98579.5,0.02030544,98560.0,0.0619,1.5033752000000002,0.23709588999999998,98572.4,98572.5,0.10000000000582077,98572.45
