Item,Timestamp,DateTime,Date,Ask_Price,Ask_Volume,Bid_Price,Bid_Volume,Total_Ask_Volume,Total_Bid_Volume,Best_Bid_Price,Best_Ask_Price,Spread,Reference_Price
ETHUSDT,1735063634.952621,2024-12-24T21:37:14.952632,2024-12-24,3513.75,10.2427,3513.74,6.8847,13.808699999999998,13.098600000000001,3513.74,3513.75,0.010000000000218279,3513.745
