Item,Date,DateTime,Timestamp,Reference_Price,Bid_Depth,Ask_Depth,Percentage
XRPUSDT,2024-12-24,2024-12-24 17:08:22.963000+03:30,1735047502963,2.2854,5978.1,5234.2,5.0
XTZIRT,2024-12-24,2024-12-24 17:08:23.797000+03:30,1735047503797,1130990.0,19716.93,10151.460000000001,5.0
XTZUSDT,2024-12-24,2024-12-24 17:08:23.184000+03:30,1735047503184,1.422,19826.06,19076.5,5.0
XUSDT,2024-12-24,2024-12-24 17:08:23.200000+03:30,1735047503200,0.0001621,124498235.0,97563517.0,5.0
YFIIRT,2024-12-24,2024-12-24 17:08:23.643000+03:30,1735047503643,7366194820.0,3.749,4.9974,5.0
YFIUSDT,2024-12-24,2024-12-24 17:08:23.059000+03:30,1735047503059,9267.0,3.8137000000000003,3.4204,5.0
ZROIRT,2024-12-24,2024-12-24 17:08:23.770000+03:30,1735047503770,4498550.0,3415.922,2581.476,5.0
ZROUSDT,2024-12-24,2024-12-24 17:08:23.156000+03:30,1735047503156,5.748,4363.9619999999995,4551.0199999999995,5.0
ZRXIRT,2024-12-24,2024-12-24 17:08:23.703000+03:30,1735047503703,393990.0,73228.7,55529.1,5.0
ZRXUSDT,2024-12-24,2024-12-24 17:08:23.117000+03:30,1735047503117,0.4962,68670.8,69509.7,5.0
100K_FLOKIIRT,2024-12-24,2024-12-24 17:08:23.831000+03:30,1735047503831,14160008.0,1434.903,457.316,10.0
100K_FLOKIUSDT,2024-12-24,2024-12-24 17:08:23.202000+03:30,1735047503202,17.8899,1009.722,838.6560000000001,10.0
1B_BABYDOGEIRT,2024-12-24,2024-12-24 17:08:23.847000+03:30,1735047503847,2910000.0,3558.224,9004.089,10.0
1B_BABYDOGEUSDT,2024-12-24,2024-12-24 17:08:23.216000+03:30,1735047503216,3.678,6482.334,6656.307,10.0
1INCHIRT,2024-12-24,2024-12-24 17:08:23.817000+03:30,1735047503817,322550.0,34133.0,86844.0,10.0
1INCHUSDT,2024-12-24,2024-12-24 17:08:23.184000+03:30,1735047503184,0.41,141037.0,86511.0,10.0
1M_BTTIRT,2024-12-24,2024-12-24 17:08:23.703000+03:30,1735047503703,900020.0,7495.05,5344.41,10.0
1M_BTTUSDT,2024-12-24,2024-12-24 17:08:23.245000+03:30,1735047503245,1.151,27630.44,27763.63,10.0
1M_NFTIRT,2024-12-24,2024-12-24 17:08:23.860000+03:30,1735047503860,424000.0,47258.740000000005,39024.64,10.0
1M_NFTUSDT,2024-12-24,2024-12-24 17:08:23.230000+03:30,1735047503230,0.5273,53542.06,62123.29,10.0
1M_PEPEIRT,2024-12-24,2024-12-24 17:08:23.838000+03:30,1735047503838,14701250.0,319.64529999999996,437.1175,10.0
1M_PEPEUSDT,2024-12-24,2024-12-24 17:08:23.225000+03:30,1735047503225,18.7395,713.3498000000001,1395.111,10.0
AAVEIRT,2024-12-24,2024-12-24 17:08:23.617000+03:30,1735047503617,298878860.0,22.567,30.4949,10.0
AAVEUSDT,2024-12-24,2024-12-24 17:08:23.007000+03:30,1735047503007,378.66,26.1098,71.4305,10.0
ADAIRT,2024-12-24,2024-12-24 17:08:23.632000+03:30,1735047503632,727960.0,36566.3,24867.0,10.0
ADAUSDT,2024-12-24,2024-12-24 17:08:23.021000+03:30,1735047503021,0.9182,10214.5,31557.9,10.0
AEVOIRT,2024-12-24,2024-12-24 17:08:23.752000+03:30,1735047503752,309900.0,43933.53,41641.26,10.0
AEVOUSDT,2024-12-24,2024-12-24 17:08:23.288000+03:30,1735047503288,0.389,45626.84,40866.58,10.0
AGLDIRT,2024-12-24,2024-12-24 17:08:23.717000+03:30,1735047503717,1320190.0,8859.605,6909.867,10.0
AGLDUSDT,2024-12-24,2024-12-24 17:08:23.264000+03:30,1735047503264,1.6689,12637.66,16262.575,10.0
ALGOIRT,2024-12-24,2024-12-24 17:08:23.592000+03:30,1735047503592,306510.0,29520.2,68382.3,10.0
ALGOUSDT,2024-12-24,2024-12-24 17:08:23.019000+03:30,1735047503019,0.3903,73716.5,73112.6,10.0
ANKRIRT,2024-12-24,2024-12-24 17:08:23.841000+03:30,1735047503841,30090.0,336073.6,999649.1000000001,10.0
ANKRUSDT,2024-12-24,2024-12-24 17:08:23.216000+03:30,1735047503216,0.03799,698521.6,682422.9,10.0
APEIRT,2024-12-24,2024-12-24 17:08:23.525000+03:30,1735047503525,999950.0,11737.8,20790.8,10.0
APEUSDT,2024-12-24,2024-12-24 17:08:23.108000+03:30,1735047503108,1.26,27992.2,29760.2,10.0
API3IRT,2024-12-24,2024-12-24 17:08:23.579000+03:30,1735047503579,1370000.0,21242.135000000002,15140.289,10.0
API3USDT,2024-12-24,2024-12-24 17:08:23.011000+03:30,1735047503011,1.762,20439.245,18747.714,10.0
APTIRT,2024-12-24,2024-12-24 17:08:23.605000+03:30,1735047503605,7630000.0,3344.7,632.4,10.0
APTUSDT,2024-12-24,2024-12-24 17:08:23.037000+03:30,1735047503037,9.67,1539.3,1216.2,10.0
ARBIRT,2024-12-24,2024-12-24 17:08:23.801000+03:30,1735047503801,646960.0,27392.341,11467.096,10.0
ARBUSDT,2024-12-24,2024-12-24 17:08:23.171000+03:30,1735047503171,0.818,22493.427,20725.427,10.0
ATOMIRT,2024-12-24,2024-12-24 17:08:23.652000+03:30,1735047503652,5490000.0,2952.79,3068.4500000000003,10.0
ATOMUSDT,2024-12-24,2024-12-24 17:08:23.054000+03:30,1735047503054,6.993,3427.14,3206.03,10.0
AVAXIRT,2024-12-24,2024-12-24 17:08:23.572000+03:30,1735047503572,31270120.0,254.07,440.48,10.0
AVAXUSDT,2024-12-24,2024-12-24 17:08:23.136000+03:30,1735047503136,39.799,644.04,515.23,10.0
AXSIRT,2024-12-24,2024-12-24 17:08:23.699000+03:30,1735047503699,5399800.0,2130.1,4093.2,10.0
AXSUSDT,2024-12-24,2024-12-24 17:08:23.092000+03:30,1735047503092,6.85,5197.0,6184.1,10.0
BALIRT,2024-12-24,2024-12-24 17:08:23.668000+03:30,1735047503668,2111750.0,12056.2,12781.5,10.0
BALUSDT,2024-12-24,2024-12-24 17:08:23.095000+03:30,1735047503095,2.689,12614.5,13050.2,10.0
BANANAIRT,2024-12-24,2024-12-24 17:08:23.803000+03:30,1735047503803,33094370.0,395.0714,503.6333,10.0
BANANAUSDT,2024-12-24,2024-12-24 17:08:23.189000+03:30,1735047503189,40.39,489.8544,550.7036,10.0
BANDIRT,2024-12-24,2024-12-24 17:08:23.774000+03:30,1735047503774,1211260.0,23305.214,21888.075,10.0
BANDUSDT,2024-12-24,2024-12-24 17:08:23.164000+03:30,1735047503164,1.533,23168.675,22537.517,10.0
BATIRT,2024-12-24,2024-12-24 17:08:23.665000+03:30,1735047503665,231920.0,25612.6,66686.09999999999,10.0
BATUSDT,2024-12-24,2024-12-24 17:08:23.065000+03:30,1735047503065,0.2949,128361.8,120951.6,10.0
BCHIRT,2024-12-24,2024-12-24 17:08:23.625000+03:30,1735047503625,369999990.0,42.77568,31.45855,10.0
BCHUSDT,2024-12-24,2024-12-24 17:08:22.978000+03:30,1735047502978,466.03,55.4995,34.68789,10.0
BICOIRT,2024-12-24,2024-12-24 17:08:23.738000+03:30,1735047503738,243160.0,112276.28,88577.68,10.0
BICOUSDT,2024-12-24,2024-12-24 17:08:23.279000+03:30,1735047503279,0.305,110739.57,111247.09,10.0
BLURIRT,2024-12-24,2024-12-24 17:08:23.752000+03:30,1735047503752,216010.0,47927.97,78934.82,10.0
BLURUSDT,2024-12-24,2024-12-24 17:08:23.126000+03:30,1735047503126,0.2737,130815.23,127763.64,10.0
BNBIRT,2024-12-24,2024-12-24 17:08:23.645000+03:30,1735047503645,544450000.0,10.201,39.166999999999994,10.0
BNBUSDT,2024-12-24,2024-12-24 17:08:22.995000+03:30,1735047502995,688.0,45.101,42.52,10.0
BNXIRT,2024-12-24,2024-12-24 17:08:22.991000+03:30,1735047502991,345120.0,40764.4,46279.08,10.0
BNXUSDT,2024-12-24,2024-12-24 17:08:23.250000+03:30,1735047503250,0.4314,61450.590000000004,60175.44,10.0
BTCIRT,2024-12-24,2024-12-24 17:08:23.524000+03:30,1735047503524,74680000000.0,0.054166,0.197189,10.0
BTCUSDT,2024-12-24,2024-12-24 17:08:23.842000+03:30,1735047503842,94530.0,0.167274,0.446745,10.0
CAKEIRT,2024-12-24,2024-12-24 17:08:23.724000+03:30,1735047503724,2049720.0,1960.844,6374.714,10.0
CAKEUSDT,2024-12-24,2024-12-24 17:08:23.263000+03:30,1735047503263,2.59,6265.062,6385.253,10.0
CATIIRT,2024-12-24,2024-12-24 17:08:22.975000+03:30,1735047502975,306910.0,56390.92,24473.35,10.0
CATIUSDT,2024-12-24,2024-12-24 17:08:23.240000+03:30,1735047503240,0.3918,68335.02,56528.29,10.0
CELRIRT,2024-12-24,2024-12-24 17:08:23.787000+03:30,1735047503787,16490.0,850764.6,730044.8,10.0
CELRUSDT,2024-12-24,2024-12-24 17:08:23.155000+03:30,1735047503155,0.02077,1644430.5,1830409.3,10.0
CHZIRT,2024-12-24,2024-12-24 17:08:23.542000+03:30,1735047503542,73670.0,302606.0,171563.0,10.0
CHZUSDT,2024-12-24,2024-12-24 17:08:23.123000+03:30,1735047503123,0.0935,297637.0,275846.0,10.0
COMPIRT,2024-12-24,2024-12-24 17:08:23.652000+03:30,1735047503652,68534840.0,581.36,414.17,10.0
COMPUSDT,2024-12-24,2024-12-24 17:08:23.082000+03:30,1735047503082,85.17,366.37,407.49,10.0
CRVIRT,2024-12-24,2024-12-24 17:08:23.688000+03:30,1735047503688,766000.0,23704.816000000003,27150.522,10.0
CRVUSDT,2024-12-24,2024-12-24 17:08:23.104000+03:30,1735047503104,0.969,19183.137,27979.233,10.0
CVCIRT,2024-12-24,2024-12-24 17:08:23.629000+03:30,1735047503629,136530.0,92276.54000000001,145946.16,10.0
CVCUSDT,2024-12-24,2024-12-24 17:08:23.052000+03:30,1735047503052,0.1733,220194.08000000002,238142.56,10.0
CVXIRT,2024-12-24,2024-12-24 17:08:23.792000+03:30,1735047503792,3790120.0,1124.3249999999998,333.545,10.0
CVXUSDT,2024-12-24,2024-12-24 17:08:23.178000+03:30,1735047503178,4.833,4148.991,4257.492,10.0
DAIIRT,2024-12-24,2024-12-24 17:08:23.570000+03:30,1735047503570,793000.0,5913.81,1293.44,10.0
DAIUSDT,2024-12-24,2024-12-24 17:08:23.114000+03:30,1735047503114,1.001,27646.52,87208.23999999999,10.0
DAOIRT,2024-12-24,2024-12-24 17:08:23.616000+03:30,1735047503616,273100.0,11040.48,38435.16,10.0
DAOUSDT,2024-12-24,2024-12-24 17:08:23.038000+03:30,1735047503038,0.346,95335.45999999999,96382.13,10.0
DOGEIRT,2024-12-24,2024-12-24 17:08:23.536000+03:30,1735047503536,257871.0,22053.0,49056.0,10.0
DOGEUSDT,2024-12-24,2024-12-24 17:08:23.085000+03:30,1735047503085,0.3275,66286.0,165779.0,10.0
DOGSIRT,2024-12-24,2024-12-24 17:08:23.833000+03:30,1735047503833,451.0,141856159.0,210037009.0,10.0
DOGSUSDT,2024-12-24,2024-12-24 17:08:23.199000+03:30,1735047503199,0.0005719,20180803.0,40132261.0,10.0
DOTIRT,2024-12-24,2024-12-24 17:08:23.600000+03:30,1735047503600,5900000.0,3114.1,965.5000000000001,10.0
DOTUSDT,2024-12-24,2024-12-24 17:08:22.988000+03:30,1735047502988,7.413,1790.3,2100.6,10.0
DYDXIRT,2024-12-24,2024-12-24 17:08:23.592000+03:30,1735047503592,1231270.0,7125.363,2887.742,10.0
DYDXUSDT,2024-12-24,2024-12-24 17:08:23.023000+03:30,1735047503023,1.555,10711.119,10704.393,10.0
EDUIRT,2024-12-24,2024-12-24 17:08:23.759000+03:30,1735047503759,438000.0,27758.89,26007.010000000002,10.0
EDUUSDT,2024-12-24,2024-12-24 17:08:23.285000+03:30,1735047503285,0.5491,38697.9,38705.19,10.0
EGALAIRT,2024-12-24,2024-12-24 17:08:23.611000+03:30,1735047503611,29980.0,775738.0,613330.0,10.0
EGALAUSDT,2024-12-24,2024-12-24 17:08:23.032000+03:30,1735047503032,0.03818,936317.0,1044728.0,10.0
EGLDIRT,2024-12-24,2024-12-24 17:08:23.730000+03:30,1735047503730,29137890.0,934.42,921.35,10.0
EGLDUSDT,2024-12-24,2024-12-24 17:08:23.143000+03:30,1735047503143,36.89,977.79,851.64,10.0
EIGENIRT,2024-12-24,2024-12-24 17:08:23.717000+03:30,1735047503717,3043010.0,4560.2,5494.163,10.0
EIGENUSDT,2024-12-24,2024-12-24 17:08:23.271000+03:30,1735047503271,3.89,7512.016,7254.924,10.0
ENAIRT,2024-12-24,2024-12-24 17:08:23.768000+03:30,1735047503768,847990.0,16767.96,7654.139999999999,10.0
ENAUSDT,2024-12-24,2024-12-24 17:08:23.158000+03:30,1735047503158,1.079,20601.58,20525.18,10.0
ENJIRT,2024-12-24,2024-12-24 17:08:23.671000+03:30,1735047503671,190500.0,150278.0,152153.0,10.0
ENJUSDT,2024-12-24,2024-12-24 17:08:23.088000+03:30,1735047503088,0.2388,150637.0,146698.0,10.0
ENSIRT,2024-12-24,2024-12-24 17:08:23.685000+03:30,1735047503685,29100050.0,586.3299999999999,333.53,10.0
ENSUSDT,2024-12-24,2024-12-24 17:08:23.109000+03:30,1735047503109,36.84,944.59,307.82,10.0
EOSIRT,2024-12-24,2024-12-24 17:08:23.660000+03:30,1735047503660,677000.0,12252.41,5400.79,10.0
EOSUSDT,2024-12-24,2024-12-24 17:08:23.009000+03:30,1735047503009,0.8559,18188.71,22918.75,10.0
ETCIRT,2024-12-24,2024-12-24 17:08:23.693000+03:30,1735047503693,21750020.0,504.57,436.54999999999995,10.0
ETCUSDT,2024-12-24,2024-12-24 17:08:23.043000+03:30,1735047503043,27.65,1042.12,1044.3,10.0
ETHFIIRT,2024-12-24,2024-12-24 17:08:23.850000+03:30,1735047503850,1657700.0,11733.532,11764.751,10.0
ETHFIUSDT,2024-12-24,2024-12-24 17:08:23.235000+03:30,1735047503235,2.07,12008.677,12753.771,10.0
ETHIRT,2024-12-24,2024-12-24 17:08:23.544000+03:30,1735047503544,2717950000.0,3.10555,2.59894,10.0
ETHUSDT,2024-12-24,2024-12-24 17:08:23.857000+03:30,1735047503857,3439.8,4.63631,6.63298,10.0
FETIRT,2024-12-24,2024-12-24 17:08:23.790000+03:30,1735047503790,1085100.0,10664.94,13043.86,10.0
FETUSDT,2024-12-24,2024-12-24 17:08:23.182000+03:30,1735047503182,1.3844,12375.84,8711.32,10.0
FILIRT,2024-12-24,2024-12-24 17:08:23.576000+03:30,1735047503576,4190020.0,3074.432,2165.761,10.0
FILUSDT,2024-12-24,2024-12-24 17:08:23.009000+03:30,1735047503009,5.32,2502.437,3268.373,10.0
FLOWIRT,2024-12-24,2024-12-24 17:08:23.527000+03:30,1735047503527,619990.0,44988.866,34941.702000000005,10.0
FLOWUSDT,2024-12-24,2024-12-24 17:08:23.117000+03:30,1735047503117,0.779,44695.311,43578.962999999996,10.0
FTMIRT,2024-12-24,2024-12-24 17:08:23.668000+03:30,1735047503668,765270.0,30757.0,13886.0,10.0
FTMUSDT,2024-12-24,2024-12-24 17:08:23.057000+03:30,1735047503057,0.9658,10935.0,21694.0,10.0
GIRT,2024-12-24,2024-12-24 17:08:23.847000+03:30,1735047503847,25630.0,601572.9,416850.30000000005,10.0
GLMIRT,2024-12-24,2024-12-24 17:08:23.562000+03:30,1735047503562,295070.0,76395.92,56370.16,10.0
GLMUSDT,2024-12-24,2024-12-24 17:08:23.148000+03:30,1735047503148,0.3735,73015.78,76406.77,10.0
GMTIRT,2024-12-24,2024-12-24 17:08:23.601000+03:30,1735047503601,111060.0,106851.0,118363.0,10.0
GMTUSDT,2024-12-24,2024-12-24 17:08:23.009000+03:30,1735047503009,0.139,253092.0,280748.0,10.0
GMXIRT,2024-12-24,2024-12-24 17:08:23.735000+03:30,1735047503735,23671900.0,1310.9975,1211.9278,10.0
GMXUSDT,2024-12-24,2024-12-24 17:08:23.269000+03:30,1735047503269,29.77,1157.4253,1173.1808,10.0
GRTIRT,2024-12-24,2024-12-24 17:08:23.684000+03:30,1735047503684,180820.0,94884.0,50066.0,10.0
GRTUSDT,2024-12-24,2024-12-24 17:08:23.080000+03:30,1735047503080,0.23,156677.0,77425.0,10.0
GUSDT,2024-12-24,2024-12-24 17:08:23.212000+03:30,1735047503212,0.03211,678518.9,609266.4,10.0
HBARIRT,2024-12-24,2024-12-24 17:08:23.629000+03:30,1735047503629,252000.0,33450.0,55319.0,10.0
HBARUSDT,2024-12-24,2024-12-24 17:08:23.047000+03:30,1735047503047,0.31682,48798.0,65563.0,10.0
HMSTRIRT,2024-12-24,2024-12-24 17:08:22.991000+03:30,1735047502991,2491.0,2501997.0,4154445.0,10.0
HMSTRUSDT,2024-12-24,2024-12-24 17:08:23.256000+03:30,1735047503256,0.0031597,4854082.0,3910486.0,10.0
HOTIRT,2024-12-24,2024-12-24 17:08:23.743000+03:30,1735047503743,2050.0,4643391.0,7470214.0,10.0
HOTUSDT,2024-12-24,2024-12-24 17:08:23.275000+03:30,1735047503275,0.002554,10703007.0,11141965.0,10.0
IMXIRT,2024-12-24,2024-12-24 17:08:23.718000+03:30,1735047503718,1158600.0,18100.010000000002,23285.05,10.0
IMXUSDT,2024-12-24,2024-12-24 17:08:23.130000+03:30,1735047503130,1.48,23455.06,23077.46,10.0
JASMYIRT,2024-12-24,2024-12-24 17:08:23.855000+03:30,1735047503855,28920.0,404081.5,204847.1,10.0
JASMYUSDT,2024-12-24,2024-12-24 17:08:23.228000+03:30,1735047503228,0.036052,801362.4,755253.1,10.0
JSTIRT,2024-12-24,2024-12-24 17:08:23.706000+03:30,1735047503706,31660.0,669175.5,326419.3,10.0
JSTUSDT,2024-12-24,2024-12-24 17:08:23.254000+03:30,1735047503254,0.04001,838668.7,970100.8,10.0
LDOIRT,2024-12-24,2024-12-24 17:08:23.558000+03:30,1735047503558,1453800.0,7191.6179999999995,14514.8623,10.0
LDOUSDT,2024-12-24,2024-12-24 17:08:23.143000+03:30,1735047503143,1.84,15051.654,12151.3216,10.0
LINKIRT,2024-12-24,2024-12-24 17:08:23.586000+03:30,1735047503586,19303240.0,279.219,1033.4850000000001,10.0
LINKUSDT,2024-12-24,2024-12-24 17:08:22.974000+03:30,1735047502974,24.476,782.707,1014.487,10.0
LPTIRT,2024-12-24,2024-12-24 17:08:23.546000+03:30,1735047503546,15050070.0,1469.3,546.3,10.0
LPTUSDT,2024-12-24,2024-12-24 17:08:23.136000+03:30,1735047503136,19.35,1880.8,1559.6,10.0
LRCIRT,2024-12-24,2024-12-24 17:08:23.639000+03:30,1735047503639,174460.0,161315.0,164592.0,10.0
LRCUSDT,2024-12-24,2024-12-24 17:08:23.069000+03:30,1735047503069,0.2166,123939.0,128767.0,10.0
LTCIRT,2024-12-24,2024-12-24 17:08:23.569000+03:30,1735047503569,85600000.0,126.48496,96.45908,10.0
LTCUSDT,2024-12-24,2024-12-24 17:08:23+03:30,1735047503000,108.56,223.43576000000002,189.16973,10.0
MAGICIRT,2024-12-24,2024-12-24 17:08:23.721000+03:30,1735047503721,362480.0,65952.74,15741.087,10.0
MAGICUSDT,2024-12-24,2024-12-24 17:08:23.258000+03:30,1735047503258,0.4598,74615.07,74326.30500000001,10.0
MAJORIRT,2024-12-24,2024-12-24 17:08:23.778000+03:30,1735047503778,493700.0,8698.07,16932.42,10.0
MAJORUSDT,2024-12-24,2024-12-24 17:08:23.166000+03:30,1735047503166,0.622614,32481.37,37002.75,10.0
MANAIRT,2024-12-24,2024-12-24 17:08:23.528000+03:30,1735047503528,421000.0,38277.0,24783.0,10.0
MANAUSDT,2024-12-24,2024-12-24 17:08:23.104000+03:30,1735047503104,0.532,65883.0,68132.0,10.0
MASKIRT,2024-12-24,2024-12-24 17:08:23.624000+03:30,1735047503624,2508500.0,4118.6,4636.9,10.0
MASKUSDT,2024-12-24,2024-12-24 17:08:23.055000+03:30,1735047503055,3.165,10700.9,6979.1,10.0
MDTIRT,2024-12-24,2024-12-24 17:08:23.809000+03:30,1735047503809,48550.0,216275.90000000002,230371.7,10.0
MDTUSDT,2024-12-24,2024-12-24 17:08:23.191000+03:30,1735047503191,0.06101,550626.3,716959.6,10.0
MEMEIRT,2024-12-24,2024-12-24 17:08:23.800000+03:30,1735047503800,8680.0,1347574.0,1245632.0,10.0
MEMEUSDT,2024-12-24,2024-12-24 17:08:23.185000+03:30,1735047503185,0.01099,2619543.0,2086798.0,10.0
MKRIRT,2024-12-24,2024-12-24 17:08:23.588000+03:30,1735047503588,1290000000.0,9.46491,13.137270000000001,10.0
MKRUSDT,2024-12-24,2024-12-24 17:08:22.995000+03:30,1735047502995,1640.0,19.50892,21.52927,10.0
MOVEIRT,2024-12-24,2024-12-24 17:08:23.828000+03:30,1735047503828,665000.0,6634.51,18313.65,10.0
MOVEUSDT,2024-12-24,2024-12-24 17:08:23.213000+03:30,1735047503213,0.8374,26580.13,35601.020000000004,10.0
NEARIRT,2024-12-24,2024-12-24 17:08:23.700000+03:30,1735047503700,4419880.0,1811.3,2464.0,10.0
NEARUSDT,2024-12-24,2024-12-24 17:08:23.096000+03:30,1735047503096,5.564,4469.3,4808.2,10.0
NMRIRT,2024-12-24,2024-12-24 17:08:23.642000+03:30,1735047503642,13025030.0,2095.3758000000003,2074.9053,10.0
NMRUSDT,2024-12-24,2024-12-24 17:08:23.063000+03:30,1735047503063,16.5,2050.384,1894.1027,10.0
NOTIRT,2024-12-24,2024-12-24 17:08:23.808000+03:30,1735047503808,5368.0,1360411.0,4165976.0,10.0
NOTUSDT,2024-12-24,2024-12-24 17:08:23.197000+03:30,1735047503197,0.00678,4233747.0,1381297.0,10.0
OMGIRT,2024-12-24,2024-12-24 17:08:23.849000+03:30,1735047503849,160270.0,320.0,59.22,10.0
OMGUSDT,2024-12-24,2024-12-24 17:08:23.233000+03:30,1735047503233,0.2774,500.0,39.96,10.0
OMIRT,2024-12-24,2024-12-24 17:08:23.736000+03:30,1735047503736,2955910.0,4743.24,8978.74,10.0
OMUSDT,2024-12-24,2024-12-24 17:08:23.275000+03:30,1735047503275,3.7364,4998.29,4748.93,10.0
ONDOIRT,2024-12-24,2024-12-24 17:08:23.860000+03:30,1735047503860,1303150.0,3370.37,6593.030000000001,10.0
ONDOUSDT,2024-12-24,2024-12-24 17:08:23.227000+03:30,1735047503227,1.6898,13001.67,67502.35,10.0
ONEIRT,2024-12-24,2024-12-24 17:08:23.598000+03:30,1735047503598,24410.0,976015.7,784606.4,10.0
ONEUSDT,2024-12-24,2024-12-24 17:08:23.027000+03:30,1735047503027,0.031,786060.2,530313.8,10.0
PAXGIRT,2024-12-24,2024-12-24 17:08:23.731000+03:30,1735047503731,2073113590.0,2.01203,4.36587,10.0
PAXGUSDT,2024-12-24,2024-12-24 17:08:23.285000+03:30,1735047503285,2625.0,4.59716,7.81672,10.0
PENDLEIRT,2024-12-24,2024-12-24 17:08:23.781000+03:30,1735047503781,4153170.0,4680.019,3766.0119999999997,10.0
PENDLEUSDT,2024-12-24,2024-12-24 17:08:23.172000+03:30,1735047503172,5.27,5260.871,4928.72,10.0
PMNUSDT,2024-12-24,2024-12-24 17:08:23.071000+03:30,1735047503071,0.05787,53936.799999999996,39460.5,10.0
POLIRT,2024-12-24,2024-12-24 17:08:23.684000+03:30,1735047503684,403200.0,20633.0,23052.0,10.0
POLUSDT,2024-12-24,2024-12-24 17:08:23.077000+03:30,1735047503077,0.5129,63821.0,33737.0,10.0
QNTIRT,2024-12-24,2024-12-24 17:08:23.557000+03:30,1735047503557,92824850.0,428.572,288.591,10.0
QNTUSDT,2024-12-24,2024-12-24 17:08:23.136000+03:30,1735047503136,115.6,272.814,271.559,10.0
RDNTIRT,2024-12-24,2024-12-24 17:08:23.864000+03:30,1735047503864,49000.0,265148.23,392663.17,10.0
RDNTUSDT,2024-12-24,2024-12-24 17:08:23.244000+03:30,1735047503244,0.0622,580340.43,666258.3200000001,10.0
RENDERIRT,2024-12-24,2024-12-24 17:08:23.724000+03:30,1735047503724,6121040.0,1803.405,1319.0349999999999,10.0
RENDERUSDT,2024-12-24,2024-12-24 17:08:23.267000+03:30,1735047503267,7.75,5136.1939999999995,2997.6749999999997,10.0
RSRIRT,2024-12-24,2024-12-24 17:08:23.868000+03:30,1735047503868,10379.0,620016.0,2043892.0,10.0
RSRUSDT,2024-12-24,2024-12-24 17:08:23.248000+03:30,1735047503248,0.013108,2072644.0,2169138.0,10.0
SAFEIRT,2024-12-24,2024-12-24 17:08:23.790000+03:30,1735047503790,852260.0,7441.280000000001,13787.32,10.0
SAFEUSDT,2024-12-24,2024-12-24 17:08:23.180000+03:30,1735047503180,1.0639,19454.28,22389.11,10.0
SANDIRT,2024-12-24,2024-12-24 17:08:23.549000+03:30,1735047503549,481990.0,26013.0,38359.0,10.0
SANDUSDT,2024-12-24,2024-12-24 17:08:23.120000+03:30,1735047503120,0.6051,58459.0,35626.0,10.0
SHIBIRT,2024-12-24,2024-12-24 17:08:23.650000+03:30,1735047503650,17860.0,246481.0,472534.0,10.0
SHIBUSDT,2024-12-24,2024-12-24 17:08:23.037000+03:30,1735047503037,0.02268,2511373.0,1257152.0,10.0
SKLIRT,2024-12-24,2024-12-24 17:08:23.772000+03:30,1735047503772,40570.0,505647.8,501960.8,10.0
SKLUSDT,2024-12-24,2024-12-24 17:08:23.166000+03:30,1735047503166,0.05045,666740.6,708365.7000000001,10.0
SLPIRT,2024-12-24,2024-12-24 17:08:23.690000+03:30,1735047503690,3216.0,2251216.0,3222719.0,10.0
SLPUSDT,2024-12-24,2024-12-24 17:08:23.103000+03:30,1735047503103,0.00405,6750256.0,9738026.0,10.0
SNTIRT,2024-12-24,2024-12-24 17:08:23.671000+03:30,1735047503671,35280.0,210974.0,523115.60000000003,10.0
SNTUSDT,2024-12-24,2024-12-24 17:08:23.089000+03:30,1735047503089,0.0449,697097.8,828956.0,10.0
SNXIRT,2024-12-24,2024-12-24 17:08:23.656000+03:30,1735047503656,1756360.0,15653.7,16668.6,10.0
SNXUSDT,2024-12-24,2024-12-24 17:08:23.072000+03:30,1735047503072,2.225,14501.2,15282.5,10.0
SOLIRT,2024-12-24,2024-12-24 17:08:23.637000+03:30,1735047503637,154463680.0,144.129,88.853,10.0
SOLUSDT,2024-12-24,2024-12-24 17:08:23.040000+03:30,1735047503040,194.752,117.38,93.648,10.0
SSVIRT,2024-12-24,2024-12-24 17:08:23.822000+03:30,1735047503822,18355200.0,1478.0879,1134.0774999999999,10.0
SSVUSDT,2024-12-24,2024-12-24 17:08:23.201000+03:30,1735047503201,23.5,1431.3624,1620.6381000000001,10.0
STORJIRT,2024-12-24,2024-12-24 17:08:23.654000+03:30,1735047503654,404680.0,65393.65,52881.22,10.0
STORJUSDT,2024-12-24,2024-12-24 17:08:23.078000+03:30,1735047503078,0.5143,65796.15,69031.59,10.0
SUPERIRT,2024-12-24,2024-12-24 17:08:23.867000+03:30,1735047503867,1313820.0,16557.03,9959.0,10.0
SUPERUSDT,2024-12-24,2024-12-24 17:08:23.240000+03:30,1735047503240,1.6706,16537.61,16171.550000000001,10.0
SUSHIIRT,2024-12-24,2024-12-24 17:08:23.528000+03:30,1735047503528,1209860.0,9317.0,11446.0,10.0
SUSHIUSDT,2024-12-24,2024-12-24 17:08:23.122000+03:30,1735047503122,1.571,27145.0,23725.0,10.0
TIRT,2024-12-24,2024-12-24 17:08:23.770000+03:30,1735047503770,23200.0,433371.7,243015.69999999998,10.0
TONIRT,2024-12-24,2024-12-24 17:08:23.753000+03:30,1735047503753,4525010.0,914.9139999999999,1546.0739999999998,10.0
