Item,Date,DateTime,Timestamp,Reference_Price,Best_Ask_Price,Best_Bid_Price,Spread
CATIUSDT,2024-12-25,2024-12-25T16:00:42.212000,1735142442212,0.3935,0.45,0.3315,0.1185
CELRIRT,2024-12-25,2024-12-25T16:00:41.830000,1735142441830,17240,18140.0,15800.0,2340.0
CELRUSDT,2024-12-25,2024-12-25T16:00:42.123000,1735142442123,0.02181,0.02648,0.0181,0.008379999999999999
CHZIRT,2024-12-25,2024-12-25T16:00:41.619000,1735142441619,72670,76650.0,69500.0,7150.0
CHZUSDT,2024-12-25,2024-12-25T16:00:42.081000,1735142442081,0.09201,0.1016,0.0825,0.019099999999999992
COMPIRT,2024-12-25,2024-12-25T16:00:41.712000,1735142441712,66712760,72989100.0,58860120.0,14128980.0
COMPUSDT,2024-12-25,2024-12-25T16:00:42.035000,1735142442035,84.56,111.82,68.0,43.81999999999999
CRVIRT,2024-12-25,2024-12-25T16:00:41.753000,1735142441753,810000,836500.0,792000.0,44500.0
CRVUSDT,2024-12-25,2024-12-25T16:00:42.070000,1735142442070,1.026,1.104,0.908,0.19600000000000006
CVCIRT,2024-12-25,2024-12-25T16:00:41.687000,1735142441687,138710,142970.0,133950.0,9020.0
CVCUSDT,2024-12-25,2024-12-25T16:00:42.010000,1735142442010,0.1763,0.2088,0.1505,0.05830000000000002
CVXIRT,2024-12-25,2024-12-25T16:00:41.837000,1735142441837,4104520,4241000.0,4017770.0,223230.0
CVXUSDT,2024-12-25,2024-12-25T16:00:42.134000,1735142442134,5.25,5.9,4.68,1.2200000000000006
DAIIRT,2024-12-25,2024-12-25T16:00:41.634000,1735142441634,786660,796870.0,781840.0,15030.0
DAIUSDT,2024-12-25,2024-12-25T16:00:42.079000,1735142442079,1.0001,1.151,0.995,0.15600000000000003
DAOIRT,2024-12-25,2024-12-25T16:00:41.674000,1735142441674,278310,289990.0,264000.0,25990.0
DAOUSDT,2024-12-25,2024-12-25T16:00:41.998000,1735142441998,0.352,0.44,0.3,0.14
DOGEIRT,2024-12-25,2024-12-25T16:00:41.601000,1735142441601,260001,261872.0,258980.0,2892.0
DOGEUSDT,2024-12-25,2024-12-25T16:00:42.052000,1735142442052,0.3301201,0.3377,0.327,0.010699999999999987
DOGSIRT,2024-12-25,2024-12-25T16:00:41.884000,1735142441884,446,470.0,423.0,47.0
DOGSUSDT,2024-12-25,2024-12-25T16:00:42.159000,1735142442159,0.0005642,0.0005811,0.000541,4.0099999999999945e-05
DOTIRT,2024-12-25,2024-12-25T16:00:41.664000,1735142441664,5878380,6038100.0,5679490.0,358610.0
DOTUSDT,2024-12-25,2024-12-25T16:00:41.952000,1735142441952,7.416,7.8,7.19,0.6099999999999994
DYDXIRT,2024-12-25,2024-12-25T16:00:41.656000,1735142441656,1221950,1265000.0,1182500.0,82500.0
DYDXUSDT,2024-12-25,2024-12-25T16:00:41.977000,1735142441977,1.549,1.645,1.42,0.2250000000000001
EDUIRT,2024-12-25,2024-12-25T16:00:41.809000,1735142441809,434050,480000.0,389620.0,90380.0
EDUUSDT,2024-12-25,2024-12-25T16:00:42.271000,1735142442271,0.552,0.65,0.35,0.30000000000000004
EGALAIRT,2024-12-25,2024-12-25T16:00:41.676000,1735142441676,30610,31800.0,29500.0,2300.0
EGALAUSDT,2024-12-25,2024-12-25T16:00:41.989000,1735142441989,0.0386,0.0429,0.03378,0.009120000000000003
EGLDIRT,2024-12-25,2024-12-25T16:00:41.784000,1735142441784,28451870,32450000.0,24500000.0,7950000.0
EGLDUSDT,2024-12-25,2024-12-25T16:00:42.103000,1735142442103,36.08,48.0,29.07,18.93
EIGENIRT,2024-12-25,2024-12-25T16:00:41.773000,1735142441773,2989180,3149970.0,2940500.0,209470.0
EIGENUSDT,2024-12-25,2024-12-25T16:00:42.249000,1735142442249,3.74,4.5,3.583,0.9169999999999998
ENAIRT,2024-12-25,2024-12-25T16:00:41.826000,1735142441826,808000,832030.0,801110.0,30920.0
ENAUSDT,2024-12-25,2024-12-25T16:00:42.125000,1735142442125,1.029,1.091,0.995,0.09599999999999997
ENJIRT,2024-12-25,2024-12-25T16:00:41.738000,1735142441738,188000,209790.0,170090.0,39700.0
ENJUSDT,2024-12-25,2024-12-25T16:00:42.055000,1735142442055,0.2385,0.31,0.199,0.11099999999999999
ENSIRT,2024-12-25,2024-12-25T16:00:41.741000,1735142441741,28300000,30080000.0,25227710.0,4852290.0
ENSUSDT,2024-12-25,2024-12-25T16:00:42.062000,1735142442062,36.04,38.68,31.62,7.059999999999999
EOSIRT,2024-12-25,2024-12-25T16:00:41.707000,1735142441707,665010,686900.0,645000.0,41900.0
EOSUSDT,2024-12-25,2024-12-25T16:00:41.970000,1735142441970,0.8432,0.8985,0.7755,0.123
ETCIRT,2024-12-25,2024-12-25T16:00:41.737000,1735142441737,21464850,22390000.0,20778290.0,1611710.0
ETCUSDT,2024-12-25,2024-12-25T16:00:41.998000,1735142441998,27.0902,28.4972,24.2,4.2972
ETHFIIRT,2024-12-25,2024-12-25T16:00:41.913000,1735142441913,1651480,1757600.0,1452180.0,305420.0
ETHFIUSDT,2024-12-25,2024-12-25T16:00:42.209000,1735142442209,2.09,2.9,1.25,1.65
ETHIRT,2024-12-25,2024-12-25T16:00:41.614000,1735142441614,2728000470,2754000180.0,2720010110.0,33990070.0
ETHUSDT,2024-12-25,2024-12-25T16:00:41.924000,1735142441924,3466.3,3498.77,3431.02,67.75
FETIRT,2024-12-25,2024-12-25T16:00:41.845000,1735142441845,1070960,1120000.0,1028470.0,91530.0
FETUSDT,2024-12-25,2024-12-25T16:00:42.142000,1735142442142,1.351,1.435,1.291,0.14400000000000013
FILIRT,2024-12-25,2024-12-25T16:00:41.643000,1735142441643,4184990,4300000.0,4100000.0,200000.0
FILUSDT,2024-12-25,2024-12-25T16:00:41.960000,1735142441960,5.31,5.595,5.04,0.5549999999999997
FLOWIRT,2024-12-25,2024-12-25T16:00:41.598000,1735142441598,610200,657100.0,530000.0,127100.0
FLOWUSDT,2024-12-25,2024-12-25T16:00:42.084000,1735142442084,0.765,0.961,0.643,0.31799999999999995
FTMIRT,2024-12-25,2024-12-25T16:00:41.728000,1735142441728,773800,787130.0,770130.0,17000.0
FTMUSDT,2024-12-25,2024-12-25T16:00:42.016000,1735142442016,0.9811,1.006,0.9707,0.0353
GIRT,2024-12-25,2024-12-25T16:00:41.903000,1735142441903,26020,28600.0,24240.0,4360.0
GLMIRT,2024-12-25,2024-12-25T16:00:41.635000,1735142441635,292740,328300.0,256000.0,72300.0
GLMUSDT,2024-12-25,2024-12-25T16:00:42.105000,1735142442105,0.3709,0.488,0.2401,0.24789999999999998
GMTIRT,2024-12-25,2024-12-25T16:00:41.666000,1735142441666,107000,111900.0,103440.0,8460.0
GMTUSDT,2024-12-25,2024-12-25T16:00:41.959000,1735142441959,0.135,0.166,0.108,0.05800000000000001
GMXIRT,2024-12-25,2024-12-25T16:00:41.790000,1735142441790,23240280,27008080.0,19000000.0,8008080.0
GMXUSDT,2024-12-25,2024-12-25T16:00:42.242000,1735142442242,29.95,40.44,15.0,25.439999999999998
GRTIRT,2024-12-25,2024-12-25T16:00:41.746000,1735142441746,175150,186000.0,165000.0,21000.0
GRTUSDT,2024-12-25,2024-12-25T16:00:42.035000,1735142442035,0.22175,0.245,0.20447,0.04052999999999998
GUSDT,2024-12-25,2024-12-25T16:00:42.175000,1735142442175,0.03317,0.045,0.018,0.027
HBARIRT,2024-12-25,2024-12-25T16:00:41.696000,1735142441696,246060,251980.0,243010.0,8970.0
HBARUSDT,2024-12-25,2024-12-25T16:00:42.009000,1735142442009,0.31297,0.32555,0.302,0.023550000000000015
HMSTRIRT,2024-12-25,2024-12-25T16:00:41.954000,1735142441954,2438,2485.0,2391.0,94.0
HMSTRUSDT,2024-12-25,2024-12-25T16:00:42.234000,1735142442234,0.0030999,0.0032538,0.0029896,0.0002642
HOTIRT,2024-12-25,2024-12-25T16:00:41.792000,1735142441792,2020,2099.0,1910.0,189.0
HOTUSDT,2024-12-25,2024-12-25T16:00:42.257000,1735142442257,0.002542,0.0034,0.002,0.0013999999999999998
IMXIRT,2024-12-25,2024-12-25T16:00:41.771000,1735142441771,1138400,1289990.0,1000000.0,289990.0
IMXUSDT,2024-12-25,2024-12-25T16:00:42.090000,1735142442090,1.438,1.75,1.19,0.56
JASMYIRT,2024-12-25,2024-12-25T16:00:41.916000,1735142441916,30950,32400.0,29300.0,3100.0
JASMYUSDT,2024-12-25,2024-12-25T16:00:42.195000,1735142442195,0.039039,0.042,0.032,0.010000000000000002
JSTIRT,2024-12-25,2024-12-25T16:00:41.767000,1735142441767,31200,32750.0,28410.0,4340.0
JSTUSDT,2024-12-25,2024-12-25T16:00:42.215000,1735142442215,0.03935,0.05,0.02,0.030000000000000002
LDOIRT,2024-12-25,2024-12-25T16:00:41.628000,1735142441628,1476840,1537100.0,1399990.0,137110.0
LDOUSDT,2024-12-25,2024-12-25T16:00:42.110000,1735142442110,1.862,2.065,1.6823,0.38270000000000004
LINKIRT,2024-12-25,2024-12-25T16:00:41.650000,1735142441650,19441670,19874560.0,18950000.0,924560.0
LINKUSDT,2024-12-25,2024-12-25T16:00:41.937000,1735142441937,24.67,25.791,23.78,2.0109999999999992
LPTIRT,2024-12-25,2024-12-25T16:00:41.620000,1735142441620,14823070,16623370.0,13789260.0,2834110.0
LPTUSDT,2024-12-25,2024-12-25T16:00:42.090000,1735142442090,18.79,21.9,15.45,6.449999999999999
LRCIRT,2024-12-25,2024-12-25T16:00:41.696000,1735142441696,168610,201950.0,135000.0,66950.0
LRCUSDT,2024-12-25,2024-12-25T16:00:42.023000,1735142442023,0.2139,0.3,0.145,0.155
LTCIRT,2024-12-25,2024-12-25T16:00:41.627000,1735142441627,85300000,87500000.0,82808710.0,4691290.0
LTCUSDT,2024-12-25,2024-12-25T16:00:41.940000,1735142441940,108.2,111.13,103.4,7.72999999999999
MAGICIRT,2024-12-25,2024-12-25T16:00:41.777000,1735142441777,374900,388500.0,365190.0,23310.0
MAGICUSDT,2024-12-25,2024-12-25T16:00:42.227000,1735142442227,0.4751,0.568,0.36,0.20799999999999996
MAJORIRT,2024-12-25,2024-12-25T16:00:41.828000,1735142441828,519000,526770.0,506400.0,20370.0
MAJORUSDT,2024-12-25,2024-12-25T16:00:42.127000,1735142442127,0.654689,0.690536,0.623038,0.06749800000000006
MANAIRT,2024-12-25,2024-12-25T16:00:41.599000,1735142441599,420000,449400.0,380010.0,69390.0
MANAUSDT,2024-12-25,2024-12-25T16:00:42.058000,1735142442058,0.53,0.6175,0.444,0.17350000000000004
MASKIRT,2024-12-25,2024-12-25T16:00:41.682000,1735142441682,2509900,2649500.0,2410000.0,239500.0
MASKUSDT,2024-12-25,2024-12-25T16:00:42.008000,1735142442008,3.172,3.46,2.68,0.7799999999999998
MDTIRT,2024-12-25,2024-12-25T16:00:41.858000,1735142441858,49820,51290.0,46300.0,4990.0
MDTUSDT,2024-12-25,2024-12-25T16:00:42.148000,1735142442148,0.06323,0.07191,0.045,0.026910000000000003
MEMEIRT,2024-12-25,2024-12-25T16:00:41.852000,1735142441852,8760,9100.0,8400.0,700.0
MEMEUSDT,2024-12-25,2024-12-25T16:00:42.145000,1735142442145,0.01105,0.01211,0.00946,0.0026499999999999996
MKRIRT,2024-12-25,2024-12-25T16:00:41.651000,1735142441651,1275617010,1345682680.0,1209010710.0,136671970.0
MKRUSDT,2024-12-25,2024-12-25T16:00:41.942000,1735142441942,1610.49,1781.45,1425.78,355.6700000000001
MOVEIRT,2024-12-25,2024-12-25T16:00:41.884000,1735142441884,895410,908180.0,857790.0,50390.0
MOVEUSDT,2024-12-25,2024-12-25T16:00:42.174000,1735142442174,1.14055,1.27015,1.02874,0.2414099999999999
NEARIRT,2024-12-25,2024-12-25T16:00:41.760000,1735142441760,4311500,4557700.0,4250000.0,307700.0
NEARUSDT,2024-12-25,2024-12-25T16:00:42.049000,1735142442049,5.469,5.78,5.18,0.6000000000000005
NMRIRT,2024-12-25,2024-12-25T16:00:41.701000,1735142441701,12800840,13987650.0,10500000.0,3487650.0
NMRUSDT,2024-12-25,2024-12-25T16:00:42.024000,1735142442024,16.22,23.0,12.5,10.5
NOTIRT,2024-12-25,2024-12-25T16:00:41.865000,1735142441865,5300,5388.0,5263.0,125.0
NOTUSDT,2024-12-25,2024-12-25T16:00:42.159000,1735142442159,0.006739,0.006896,0.00657,0.0003259999999999999
OMGIRT,2024-12-25,2024-12-25T16:00:41.907000,1735142441907,160270,180000.0,10000.0,170000.0
OMGUSDT,2024-12-25,2024-12-25T16:00:42.192000,1735142442192,0.2774,0.47,0.2279,0.24209999999999998
OMIRT,2024-12-25,2024-12-25T16:00:41.793000,1735142441793,2960000,3096030.0,2890130.0,205900.0
OMUSDT,2024-12-25,2024-12-25T16:00:42.250000,1735142442250,3.7851,4.1,3.35,0.7499999999999996
ONDOIRT,2024-12-25,2024-12-25T16:00:41.917000,1735142441917,1305260,1347130.0,1260000.0,87130.0
ONDOUSDT,2024-12-25,2024-12-25T16:00:42.196000,1735142442196,1.6355,1.7845,1.56,0.22449999999999992
ONEIRT,2024-12-25,2024-12-25T16:00:41.661000,1735142441661,25520,26450.0,24640.0,1810.0
ONEUSDT,2024-12-25,2024-12-25T16:00:41.985000,1735142441985,0.03238,0.03435,0.03039,0.003959999999999998
PAXGIRT,2024-12-25,2024-12-25T16:00:41.788000,1735142441788,2089393920,2110899980.0,2060000010.0,50899970.0
PAXGUSDT,2024-12-25,2024-12-25T16:00:42.264000,1735142442264,2643,2712.0,2580.0,132.0
PENDLEIRT,2024-12-25,2024-12-25T16:00:41.840000,1735142441840,4100000,4499990.0,3600000.0,899990.0
PENDLEUSDT,2024-12-25,2024-12-25T16:00:42.138000,1735142442138,5.192,6.333,4.0,2.333
PMNUSDT,2024-12-25,2024-12-25T16:00:42.028000,1735142442028,0.0567,0.062,0.0522,0.009799999999999996
POLIRT,2024-12-25,2024-12-25T16:00:41.743000,1735142441743,406000,421990.0,402230.0,19760.0
POLUSDT,2024-12-25,2024-12-25T16:00:42.031000,1735142442031,0.5152,0.549,0.475,0.07400000000000007
QNTIRT,2024-12-25,2024-12-25T16:00:41.631000,1735142441631,94167050,104400000.0,65000000.0,39400000.0
QNTUSDT,2024-12-25,2024-12-25T16:00:42.094000,1735142442094,120,137.6,84.0,53.599999999999994
RDNTIRT,2024-12-25,2024-12-25T16:00:41.922000,1735142441922,48500,53350.0,45820.0,7530.0
RDNTUSDT,2024-12-25,2024-12-25T16:00:42.204000,1735142442204,0.0619,0.083,0.04,0.043000000000000003
RENDERIRT,2024-12-25,2024-12-25T16:00:41.782000,1735142441782,5980070,6225000.0,5934860.0,290140.0
RENDERUSDT,2024-12-25,2024-12-25T16:00:42.231000,1735142442231,7.6,8.307,7.2,1.1070000000000002
RSRIRT,2024-12-25,2024-12-25T16:00:41.929000,1735142441929,10862,11200.0,10642.0,558.0
RSRUSDT,2024-12-25,2024-12-25T16:00:42.221000,1735142442221,0.013676,0.0155,0.012289,0.0032110000000000003
SAFEIRT,2024-12-25,2024-12-25T16:00:41.842000,1735142441842,884230,955550.0,824000.0,131550.0
SAFEUSDT,2024-12-25,2024-12-25T16:00:42.139000,1735142442139,1.1202,1.29,0.8,0.49
SANDIRT,2024-12-25,2024-12-25T16:00:41.616000,1735142441616,476050,513210.0,451110.0,62100.0
SANDUSDT,2024-12-25,2024-12-25T16:00:42.073000,1735142442073,0.6051,0.675,0.557,0.118
SHIBIRT,2024-12-25,2024-12-25T16:00:41.710000,1735142441710,18020,18210.0,17901.0,309.0
SHIBUSDT,2024-12-25,2024-12-25T16:00:41.997000,1735142441997,0.02282,0.02339,0.02242,0.0009700000000000021
SKLIRT,2024-12-25,2024-12-25T16:00:41.832000,1735142441832,41120,44600.0,36270.0,8330.0
SKLUSDT,2024-12-25,2024-12-25T16:00:42.125000,1735142442125,0.05209,0.0727,0.02,0.0527
SLPIRT,2024-12-25,2024-12-25T16:00:41.745000,1735142441745,3286,3408.0,3189.0,219.0
SLPUSDT,2024-12-25,2024-12-25T16:00:42.063000,1735142442063,0.00415,0.0046,0.00355,0.0010499999999999997
SNTIRT,2024-12-25,2024-12-25T16:00:41.727000,1735142441727,34610,36850.0,32640.0,4210.0
SNTUSDT,2024-12-25,2024-12-25T16:00:42.050000,1735142442050,0.0439,0.051,0.0354,0.015599999999999996
SNXIRT,2024-12-25,2024-12-25T16:00:41.724000,1735142441724,1766470,1904190.0,1604100.0,300090.0
SNXUSDT,2024-12-25,2024-12-25T16:00:42.042000,1735142442042,2.227,2.55,1.865,0.6849999999999998
SOLIRT,2024-12-25,2024-12-25T16:00:41.700000,1735142441700,156219950,157800000.0,154000000.0,3800000.0
SOLUSDT,2024-12-25,2024-12-25T16:00:41.988000,1735142441988,198.595,200.8,194.0,6.800000000000011
SSVIRT,2024-12-25,2024-12-25T16:00:41.870000,1735142441870,18688880,21000000.0,14000000.0,7000000.0
SSVUSDT,2024-12-25,2024-12-25T16:00:42.160000,1735142442160,23.79,29.04,16.0,13.04
STORJIRT,2024-12-25,2024-12-25T16:00:41.713000,1735142441713,392000,439970.0,345220.0,94750.0
STORJUSDT,2024-12-25,2024-12-25T16:00:42.038000,1735142442038,0.5,0.5938,0.31,0.2838
SUPERIRT,2024-12-25,2024-12-25T16:00:41.931000,1735142441931,1350540,1499990.0,1120500.0,379490.0
SUPERUSDT,2024-12-25,2024-12-25T16:00:42.208000,1735142442208,1.73,2.041,1.06,0.9809999999999999
SUSHIIRT,2024-12-25,2024-12-25T16:00:41.599000,1735142441599,1259900,1319800.0,1225000.0,94800.0
SUSHIUSDT,2024-12-25,2024-12-25T16:00:42.077000,1735142442077,1.59,1.75,1.432,0.31800000000000006
TIRT,2024-12-25,2024-12-25T16:00:41.813000,1735142441813,22950,24440.0,21500.0,2940.0
TONIRT,2024-12-25,2024-12-25T16:00:41.806000,1735142441806,4683830,4741000.0,4628490.0,112510.0
TONUSDT,2024-12-25,2024-12-25T16:00:42.105000,1735142442105,5.931,6.107,5.787,0.3200000000000003
TRBIRT,2024-12-25,2024-12-25T16:00:41.881000,1735142441881,51307360,58000000.0,43800500.0,14199500.0
TRBUSDT,2024-12-25,2024-12-25T16:00:42.175000,1735142442175,65.42,76.0,51.0,25.0
TRXIRT,2024-12-25,2024-12-25T16:00:41.753000,1735142441753,201720,204050.0,200010.0,4040.0
TRXUSDT,2024-12-25,2024-12-25T16:00:42.014000,1735142442014,0.25633,0.26123,0.24963,0.011600000000000027
TUSDT,2024-12-25,2024-12-25T16:00:42.108000,1735142442108,0.0299,0.038,0.0231,0.0149
UMAIRT,2024-12-25,2024-12-25T16:00:41.838000,1735142441838,2271410,2800000.0,1365000.0,1435000.0
UMAUSDT,2024-12-25,2024-12-25T16:00:42.130000,1735142442130,2.805,3.999,1.91,2.0890000000000004
UNIIRT,2024-12-25,2024-12-25T16:00:41.621000,1735142441621,10989930,11299970.0,10630000.0,669970.0
UNIUSDT,2024-12-25,2024-12-25T16:00:42.067000,1735142442067,13.86,14.7,13.5,1.1999999999999993
USDCIRT,2024-12-25,2024-12-25T16:00:41.682000,1735142441682,790970,797900.0,782050.0,15850.0
USDCUSDT,2024-12-25,2024-12-25T16:00:41.972000,1735142441972,1.0019,1.59,0.9974,0.5926000000000001
USDTIRT,2024-12-25,2024-12-25T16:00:41.643000,1735142441643,788420,789930.0,787170.0,2760.0
WBTCIRT,2024-12-25,2024-12-25T16:00:41.612000,1735142441612,77011959930,88888888880.0,66900329260.0,21988559620.0
WBTCUSDT,2024-12-25,2024-12-25T16:00:42.094000,1735142442094,97667.9,110250.9,0.8,110250.09999999999
WIRT,2024-12-25,2024-12-25T16:00:41.867000,1735142441867,233250,242250.0,226540.0,15710.0
WLDIRT,2024-12-25,2024-12-25T16:00:41.887000,1735142441887,1846740,1916390.0,1800000.0,116390.0
WLDUSDT,2024-12-25,2024-12-25T16:00:42.175000,1735142442175,2.3189,2.49,2.18,0.31000000000000005
WOOIRT,2024-12-25,2024-12-25T16:00:41.813000,1735142441813,176220,195000.0,154770.0,40230.0
WOOUSDT,2024-12-25,2024-12-25T16:00:42.110000,1735142442110,0.22368,0.31,0.15224,0.15776
WUSDT,2024-12-25,2024-12-25T16:00:42.163000,1735142442163,0.2956,0.7,0.2589,0.44109999999999994
XAUTIRT,2024-12-25,2024-12-25T16:00:41.806000,1735142441806,2071549270,2115556660.0,2053090010.0,62466650.0
XAUTUSDT,2024-12-25,2024-12-25T16:00:42.279000,1735142442279,2637,2650.0,2618.9,31.09999999999991
XIRT,2024-12-25,2024-12-25T16:00:41.882000,1735142441882,142.1,146.2,140.6,5.599999999999994
XLMIRT,2024-12-25,2024-12-25T16:00:41.722000,1735142441722,302560,309000.0,300000.0,9000.0
XLMUSDT,2024-12-25,2024-12-25T16:00:41.984000,1735142441984,0.38201,0.40186,0.37,0.03186
XMRIRT,2024-12-25,2024-12-25T16:00:41.644000,1735142441644,153000000,158000000.0,147077770.0,10922230.0
XMRUSDT,2024-12-25,2024-12-25T16:00:41.956000,1735142441956,194.31,205.69,181.86,23.829999999999984
XRPIRT,2024-12-25,2024-12-25T16:00:41.658000,1735142441658,1795100,1810010.0,1790350.0,19660.0
XRPUSDT,2024-12-25,2024-12-25T16:00:41.926000,1735142441926,2.27695,2.32,2.264,0.05600000000000005
XTZIRT,2024-12-25,2024-12-25T16:00:41.857000,1735142441857,1101740,1187770.0,910000.0,277770.0
XTZUSDT,2024-12-25,2024-12-25T16:00:42.150000,1735142442150,1.403,1.581,0.87,0.711
XUSDT,2024-12-25,2024-12-25T16:00:42.167000,1735142442167,0.0001821,0.0001889,0.0001721,1.6800000000000002e-05
YFIIRT,2024-12-25,2024-12-25T16:00:41.710000,1735142441710,7189047180,8499999990.0,6004708800.0,2495291190.0
YFIUSDT,2024-12-25,2024-12-25T16:00:42.028000,1735142442028,9126,11000.0,5305.0,5695.0
ZROIRT,2024-12-25,2024-12-25T16:00:41.822000,1735142441822,4881310,5240010.0,4450000.0,790010.0
ZROUSDT,2024-12-25,2024-12-25T16:00:42.118000,1735142442118,6.182,7.0,4.4,2.5999999999999996
ZRXIRT,2024-12-25,2024-12-25T16:00:41.755000,1735142441755,400500,443340.0,352000.0,91340.0
ZRXUSDT,2024-12-25,2024-12-25T16:00:42.075000,1735142442075,0.505,0.614,0.43,0.184
100K_FLOKIIRT,2024-12-25,2024-12-25T16:00:41.874000,1735142441874,14053760,14299995.0,13881711.0,418284.0
100K_FLOKIUSDT,2024-12-25,2024-12-25T16:00:42.176000,1735142442176,17.7544,18.59,17.44,1.1499999999999986
1B_BABYDOGEIRT,2024-12-25,2024-12-25T16:00:41.894000,1735142441894,2870050,2907000.0,2851950.0,55050.0
1B_BABYDOGEUSDT,2024-12-25,2024-12-25T16:00:42.190000,1735142442190,3.635,3.792,3.51,0.28200000000000003
1INCHIRT,2024-12-25,2024-12-25T16:00:41.859000,1735142441859,321080,341470.0,283430.0,58040.0
1INCHUSDT,2024-12-25,2024-12-25T16:00:42.157000,1735142442157,0.4089,0.485,0.318,0.16699999999999998
1M_BTTIRT,2024-12-25,2024-12-25T16:00:41.761000,1735142441761,900890,950550.0,855550.0,95000.0
1M_BTTUSDT,2024-12-25,2024-12-25T16:00:42.213000,1735142442213,1.133,1.416,0.838,0.578
1M_NFTIRT,2024-12-25,2024-12-25T16:00:41.910000,1735142441910,419410,452000.0,350240.0,101760.0
1M_NFTUSDT,2024-12-25,2024-12-25T16:00:42.202000,1735142442202,0.5333,0.5908,0.0007,0.5901
1M_PEPEIRT,2024-12-25,2024-12-25T16:00:41.897000,1735142441897,14780000,15049100.0,14610000.0,439100.0
1M_PEPEUSDT,2024-12-25,2024-12-25T16:00:42.194000,1735142442194,18.6806,19.4911,18.0,1.4910999999999994
AAVEIRT,2024-12-25,2024-12-25T16:00:41.677000,1735142441677,290899600,296700000.0,286500000.0,10200000.0
AAVEUSDT,2024-12-25,2024-12-25T16:00:41.968000,1735142441968,367.47,381.0,357.01,23.99000000000001
ADAIRT,2024-12-25,2024-12-25T16:00:41.694000,1735142441694,720040,732550.0,713010.0,19540.0
ADAUSDT,2024-12-25,2024-12-25T16:00:41.982000,1735142441982,0.9123,0.938,0.9015,0.03649999999999998
AEVOIRT,2024-12-25,2024-12-25T16:00:41.809000,1735142441809,305580,340000.0,278500.0,61500.0
AEVOUSDT,2024-12-25,2024-12-25T16:00:42.263000,1735142442263,0.392,0.51,0.32,0.19
AGLDIRT,2024-12-25,2024-12-25T16:00:41.775000,1735142441775,1720000,1799500.0,1661660.0,137840.0
AGLDUSDT,2024-12-25,2024-12-25T16:00:42.236000,1735142442236,2.169,2.44,1.9,0.54
ALGOIRT,2024-12-25,2024-12-25T16:00:41.660000,1735142441660,302230,320000.0,292680.0,27320.0
ALGOUSDT,2024-12-25,2024-12-25T16:00:41.975000,1735142441975,0.3816,0.42,0.345,0.07500000000000001
ANKRIRT,2024-12-25,2024-12-25T16:00:41.899000,1735142441899,30740,32800.0,27010.0,5790.0
ANKRUSDT,2024-12-25,2024-12-25T16:00:42.180000,1735142442180,0.03842,0.0497,0.025,0.0247
APEIRT,2024-12-25,2024-12-25T16:00:41.599000,1735142441599,981360,1029990.0,936900.0,93090.0
APEUSDT,2024-12-25,2024-12-25T16:00:42.064000,1735142442064,1.25,1.4,1.07,0.32999999999999985
API3IRT,2024-12-25,2024-12-25T16:00:41.648000,1735142441648,1382200,1509600.0,1249260.0,260340.0
API3USDT,2024-12-25,2024-12-25T16:00:41.968000,1735142441968,1.745,2.2,1.35,0.8500000000000001
APTIRT,2024-12-25,2024-12-25T16:00:41.668000,1735142441668,7605310,7801250.0,7430000.0,371250.0
APTUSDT,2024-12-25,2024-12-25T16:00:41.991000,1735142441991,9.6117,10.03,8.8,1.2299999999999986
ARBIRT,2024-12-25,2024-12-25T16:00:41.844000,1735142441844,627030,651890.0,621170.0,30720.0
ARBUSDT,2024-12-25,2024-12-25T16:00:42.141000,1735142442141,0.798,0.839,0.77,0.06899999999999995
ATOMIRT,2024-12-25,2024-12-25T16:00:41.718000,1735142441718,5463200,5666860.0,5248150.0,418710.0
ATOMUSDT,2024-12-25,2024-12-25T16:00:42.004000,1735142442004,6.984,7.3,6.35,0.9500000000000002
AVAXIRT,2024-12-25,2024-12-25T16:00:41.634000,1735142441634,31950920,33048000.0,30000000.0,3048000.0
AVAXUSDT,2024-12-25,2024-12-25T16:00:42.088000,1735142442088,40.62,42.368,38.443,3.9250000000000043
AXSIRT,2024-12-25,2024-12-25T16:00:41.756000,1735142441756,5292350,5600000.0,5015550.0,584450.0
AXSUSDT,2024-12-25,2024-12-25T16:00:42.045000,1735142442045,6.75,7.7,5.74,1.96
BALIRT,2024-12-25,2024-12-25T16:00:41.728000,1735142441728,2103570,2370000.0,1665000.0,705000.0
BALUSDT,2024-12-25,2024-12-25T16:00:42.048000,1735142442048,2.7,3.62,2.0,1.62
BANANAIRT,2024-12-25,2024-12-25T16:00:41.855000,1735142441855,32240000,34829990.0,30000100.0,4829890.0
BANANAUSDT,2024-12-25,2024-12-25T16:00:42.152000,1735142442152,40.66,53.0,34.0,19.0
BANDIRT,2024-12-25,2024-12-25T16:00:41.820000,1735142441820,1222340,1399990.0,922000.0,477990.0
BANDUSDT,2024-12-25,2024-12-25T16:00:42.119000,1735142442119,1.541,2.19,1.09,1.0999999999999999
BATIRT,2024-12-25,2024-12-25T16:00:41.732000,1735142441732,208280,219960.0,194000.0,25960.0
BATUSDT,2024-12-25,2024-12-25T16:00:42.019000,1735142442019,0.2633,0.3154,0.2,0.1154
BCHIRT,2024-12-25,2024-12-25T16:00:41.674000,1735142441674,364000550,375555550.0,344000000.0,31555550.0
