Item,Date,DateTime,Timestamp,Reference_Price,Best_Ask_Price,Best_Bid_Price,Spread
CRVUSDT,2024-12-25,2024-12-25T16:00:32.135000,1735142432135,1.024,1.1,0.91,0.19000000000000006
CVCIRT,2024-12-25,2024-12-25T16:00:31.751000,1735142431751,138710,142980.0,133700.0,9280.0
CVCUSDT,2024-12-25,2024-12-25T16:00:32.087000,1735142432087,0.1763,0.208,0.15,0.057999999999999996
CVXIRT,2024-12-25,2024-12-25T16:00:31.915000,1735142431915,4149110,4241990.0,4050520.0,191470.0
CVXUSDT,2024-12-25,2024-12-25T16:00:32.203000,1735142432203,5.232,5.9,4.7,1.2000000000000002
DAIIRT,2024-12-25,2024-12-25T16:00:31.701000,1735142431701,786660,796870.0,781840.0,15030.0
DAIUSDT,2024-12-25,2024-12-25T16:00:32.162000,1735142432162,1.0001,1.151,0.995,0.15600000000000003
DAOIRT,2024-12-25,2024-12-25T16:00:31.733000,1735142431733,278310,289990.0,262620.0,27370.0
DAOUSDT,2024-12-25,2024-12-25T16:00:32.074000,1735142432074,0.352,0.44,0.3,0.14
DOGEIRT,2024-12-25,2024-12-25T16:00:31.660000,1735142431660,260264,261870.0,258986.0,2884.0
DOGEUSDT,2024-12-25,2024-12-25T16:00:32.135000,1735142432135,0.3301201,0.3377,0.326,0.011699999999999988
DOGSIRT,2024-12-25,2024-12-25T16:00:31.951000,1735142431951,446,470.0,423.0,47.0
DOGSUSDT,2024-12-25,2024-12-25T16:00:32.231000,1735142432231,0.0005642,0.0005811,0.00054,4.109999999999997e-05
DOTIRT,2024-12-25,2024-12-25T16:00:31.732000,1735142431732,5878380,6049990.0,5670000.0,379990.0
DOTUSDT,2024-12-25,2024-12-25T16:00:32.016000,1735142432016,7.416,7.802,7.18,0.6219999999999999
DYDXIRT,2024-12-25,2024-12-25T16:00:31.723000,1735142431723,1221950,1267000.0,1182500.0,84500.0
DYDXUSDT,2024-12-25,2024-12-25T16:00:32.054000,1735142432054,1.549,1.645,1.419,0.22599999999999998
EDUIRT,2024-12-25,2024-12-25T16:00:31.889000,1735142431889,434050,477000.0,389620.0,87380.0
EDUUSDT,2024-12-25,2024-12-25T16:00:32.321000,1735142432321,0.552,0.64,0.35,0.29000000000000004
EGALAIRT,2024-12-25,2024-12-25T16:00:31.745000,1735142431745,30570,31790.0,29410.0,2380.0
EGALAUSDT,2024-12-25,2024-12-25T16:00:32.060000,1735142432060,0.0386,0.0429,0.03378,0.009120000000000003
EGLDIRT,2024-12-25,2024-12-25T16:00:31.855000,1735142431855,28451870,31978820.0,24520000.0,7458820.0
EGLDUSDT,2024-12-25,2024-12-25T16:00:32.185000,1735142432185,36.08,48.9,29.07,19.83
EIGENIRT,2024-12-25,2024-12-25T16:00:31.850000,1735142431850,2989180,3129310.0,2940500.0,188810.0
EIGENUSDT,2024-12-25,2024-12-25T16:00:32.301000,1735142432301,3.74,4.44,3.587,0.8530000000000002
ENAIRT,2024-12-25,2024-12-25T16:00:31.895000,1735142431895,808000,832030.0,801110.0,30920.0
ENAUSDT,2024-12-25,2024-12-25T16:00:32.194000,1735142432194,1.0289,1.091,0.995,0.09599999999999997
ENJIRT,2024-12-25,2024-12-25T16:00:31.804000,1735142431804,188000,209790.0,170000.0,39790.0
ENJUSDT,2024-12-25,2024-12-25T16:00:32.121000,1735142432121,0.2385,0.3093,0.2,0.10930000000000001
ENSIRT,2024-12-25,2024-12-25T16:00:31.824000,1735142431824,28300000,30100000.0,26500000.0,3600000.0
ENSUSDT,2024-12-25,2024-12-25T16:00:32.140000,1735142432140,36.04,38.68,31.62,7.059999999999999
EOSIRT,2024-12-25,2024-12-25T16:00:31.783000,1735142431783,665010,686900.0,645000.0,41900.0
EOSUSDT,2024-12-25,2024-12-25T16:00:32.060000,1735142432060,0.8432,0.8985,0.7755,0.123
ETCIRT,2024-12-25,2024-12-25T16:00:31.817000,1735142431817,21464850,22399900.0,20778290.0,1621610.0
ETCUSDT,2024-12-25,2024-12-25T16:00:32.089000,1735142432089,27.0902,28.5,24.507,3.9929999999999986
ETHFIIRT,2024-12-25,2024-12-25T16:00:31.988000,1735142431988,1651480,1757600.0,1452180.0,305420.0
ETHFIUSDT,2024-12-25,2024-12-25T16:00:32.275000,1735142432275,2.09,2.9,1.25,1.65
ETHIRT,2024-12-25,2024-12-25T16:00:31.682000,1735142431682,2728000320,2753000000.0,2720010110.0,32989890.0
ETHUSDT,2024-12-25,2024-12-25T16:00:32.017000,1735142432017,3469,3496.2,3431.02,65.17999999999984
FETIRT,2024-12-25,2024-12-25T16:00:31.917000,1735142431917,1062020,1121000.0,1028470.0,92530.0
FETUSDT,2024-12-25,2024-12-25T16:00:32.213000,1735142432213,1.351,1.434,1.291,0.14300000000000002
FILIRT,2024-12-25,2024-12-25T16:00:31.705000,1735142431705,4180080,4300000.0,4100000.0,200000.0
FILUSDT,2024-12-25,2024-12-25T16:00:32.036000,1735142432036,5.31,5.595,5.04,0.5549999999999997
FLOWIRT,2024-12-25,2024-12-25T16:00:31.657000,1735142431657,610200,656900.0,541940.0,114960.0
FLOWUSDT,2024-12-25,2024-12-25T16:00:32.147000,1735142432147,0.765,0.961,0.65,0.31099999999999994
FTMIRT,2024-12-25,2024-12-25T16:00:31.803000,1735142431803,773000,787000.0,770110.0,16890.0
FTMUSDT,2024-12-25,2024-12-25T16:00:32.088000,1735142432088,0.993,1.0077,0.971,0.036700000000000066
GIRT,2024-12-25,2024-12-25T16:00:31.967000,1735142431967,26020,28800.0,24000.0,4800.0
GLMIRT,2024-12-25,2024-12-25T16:00:31.692000,1735142431692,292740,328300.0,251000.0,77300.0
GLMUSDT,2024-12-25,2024-12-25T16:00:32.179000,1735142432179,0.3709,0.488,0.2401,0.24789999999999998
GMTIRT,2024-12-25,2024-12-25T16:00:31.729000,1735142431729,107000,111500.0,103500.0,8000.0
GMTUSDT,2024-12-25,2024-12-25T16:00:32.038000,1735142432038,0.135,0.166,0.108,0.05800000000000001
GMXIRT,2024-12-25,2024-12-25T16:00:31.860000,1735142431860,23240280,27008080.0,19000000.0,8008080.0
GMXUSDT,2024-12-25,2024-12-25T16:00:32.328000,1735142432328,29.95,40.44,15.0,25.439999999999998
GRTIRT,2024-12-25,2024-12-25T16:00:31.801000,1735142431801,174890,185000.0,165000.0,20000.0
GRTUSDT,2024-12-25,2024-12-25T16:00:32.112000,1735142432112,0.22175,0.244,0.20853,0.03547
GUSDT,2024-12-25,2024-12-25T16:00:32.241000,1735142432241,0.03317,0.044,0.018,0.026
HBARIRT,2024-12-25,2024-12-25T16:00:31.764000,1735142431764,246060,251980.0,243010.0,8970.0
HBARUSDT,2024-12-25,2024-12-25T16:00:32.080000,1735142432080,0.31297,0.32515,0.30011,0.025040000000000007
HMSTRIRT,2024-12-25,2024-12-25T16:00:32.019000,1735142432019,2438,2485.0,2390.0,95.0
HMSTRUSDT,2024-12-25,2024-12-25T16:00:32.284000,1735142432284,0.0030999,0.00325,0.002976,0.00027399999999999994
HOTIRT,2024-12-25,2024-12-25T16:00:31.876000,1735142431876,2020,2099.0,1914.0,185.0
HOTUSDT,2024-12-25,2024-12-25T16:00:32.309000,1735142432309,0.002542,0.0034,0.002,0.0013999999999999998
IMXIRT,2024-12-25,2024-12-25T16:00:31.842000,1735142431842,1138400,1296390.0,1000000.0,296390.0
IMXUSDT,2024-12-25,2024-12-25T16:00:32.166000,1735142432166,1.438,1.75,1.2,0.55
JASMYIRT,2024-12-25,2024-12-25T16:00:31.980000,1735142431980,30950,32400.0,29400.0,3000.0
JASMYUSDT,2024-12-25,2024-12-25T16:00:32.261000,1735142432261,0.039039,0.042,0.0326,0.009400000000000006
JSTIRT,2024-12-25,2024-12-25T16:00:31.839000,1735142431839,31200,32750.0,28410.0,4340.0
JSTUSDT,2024-12-25,2024-12-25T16:00:32.290000,1735142432290,0.03935,0.05,0.02,0.030000000000000002
LDOIRT,2024-12-25,2024-12-25T16:00:31.690000,1735142431690,1476840,1536990.0,1399990.0,137000.0
LDOUSDT,2024-12-25,2024-12-25T16:00:32.173000,1735142432173,1.862,2.065,1.7,0.365
LINKIRT,2024-12-25,2024-12-25T16:00:31.717000,1735142431717,19441670,19874560.0,18910000.0,964560.0
LINKUSDT,2024-12-25,2024-12-25T16:00:31.999000,1735142431999,24.67,25.796,23.78,2.0159999999999982
LPTIRT,2024-12-25,2024-12-25T16:00:31.676000,1735142431676,14823070,16623370.0,14000000.0,2623370.0
LPTUSDT,2024-12-25,2024-12-25T16:00:32.167000,1735142432167,18.79,21.85,15.51,6.340000000000002
LRCIRT,2024-12-25,2024-12-25T16:00:31.771000,1735142431771,168610,204000.0,138000.0,66000.0
LRCUSDT,2024-12-25,2024-12-25T16:00:32.093000,1735142432093,0.2139,0.3,0.1486,0.15139999999999998
LTCIRT,2024-12-25,2024-12-25T16:00:31.700000,1735142431700,85300000,87450000.0,82808710.0,4641290.0
LTCUSDT,2024-12-25,2024-12-25T16:00:32.033000,1735142432033,108.2,111.18,103.3,7.88000000000001
MAGICIRT,2024-12-25,2024-12-25T16:00:31.846000,1735142431846,374360,388000.0,365000.0,23000.0
MAGICUSDT,2024-12-25,2024-12-25T16:00:32.312000,1735142432312,0.4751,0.568,0.35,0.21799999999999997
MAJORIRT,2024-12-25,2024-12-25T16:00:31.905000,1735142431905,520000,526770.0,506080.0,20690.0
MAJORUSDT,2024-12-25,2024-12-25T16:00:32.199000,1735142432199,0.654689,0.690536,0.623038,0.06749800000000006
MANAIRT,2024-12-25,2024-12-25T16:00:31.656000,1735142431656,420000,449400.0,380010.0,69390.0
MANAUSDT,2024-12-25,2024-12-25T16:00:32.130000,1735142432130,0.53,0.61,0.456,0.15399999999999997
MASKIRT,2024-12-25,2024-12-25T16:00:31.756000,1735142431756,2509900,2649500.0,2410000.0,239500.0
MASKUSDT,2024-12-25,2024-12-25T16:00:32.082000,1735142432082,3.172,3.453,2.666,0.7869999999999999
MDTIRT,2024-12-25,2024-12-25T16:00:31.933000,1735142431933,49820,51290.0,46300.0,4990.0
MDTUSDT,2024-12-25,2024-12-25T16:00:32.220000,1735142432220,0.06323,0.07191,0.045,0.026910000000000003
MEMEIRT,2024-12-25,2024-12-25T16:00:31.916000,1735142431916,8760,9100.0,8400.0,700.0
MEMEUSDT,2024-12-25,2024-12-25T16:00:32.213000,1735142432213,0.01105,0.01211,0.0095,0.0026099999999999995
MKRIRT,2024-12-25,2024-12-25T16:00:31.714000,1735142431714,1275617010,1345682680.0,1209010710.0,136671970.0
MKRUSDT,2024-12-25,2024-12-25T16:00:32.022000,1735142432022,1610.49,1760.0,1410.0,350.0
MOVEIRT,2024-12-25,2024-12-25T16:00:31.976000,1735142431976,899890,910000.0,857500.0,52500.0
MOVEUSDT,2024-12-25,2024-12-25T16:00:32.245000,1735142432245,1.14,1.25227,1.02874,0.22353
NEARIRT,2024-12-25,2024-12-25T16:00:31.816000,1735142431816,4311500,4557700.0,4250090.0,307610.0
NEARUSDT,2024-12-25,2024-12-25T16:00:32.125000,1735142432125,5.469,5.77,5.156,0.6139999999999999
NMRIRT,2024-12-25,2024-12-25T16:00:31.766000,1735142431766,12800840,14000000.0,10744490.0,3255510.0
NMRUSDT,2024-12-25,2024-12-25T16:00:32.100000,1735142432100,16.22,23.87,12.39,11.48
NOTIRT,2024-12-25,2024-12-25T16:00:31.939000,1735142431939,5297,5380.0,5262.0,118.0
NOTUSDT,2024-12-25,2024-12-25T16:00:32.229000,1735142432229,0.00672,0.006892,0.00661,0.00028199999999999927
OMGIRT,2024-12-25,2024-12-25T16:00:31.970000,1735142431970,160270,180000.0,10000.0,170000.0
OMGUSDT,2024-12-25,2024-12-25T16:00:32.261000,1735142432261,0.2774,0.47,0.2279,0.24209999999999998
OMIRT,2024-12-25,2024-12-25T16:00:31.858000,1735142431858,2960000,3098000.0,2890130.0,207870.0
OMUSDT,2024-12-25,2024-12-25T16:00:32.320000,1735142432320,3.7851,4.1196,3.31,0.8096000000000001
ONDOIRT,2024-12-25,2024-12-25T16:00:31.983000,1735142431983,1305270,1345000.0,1258500.0,86500.0
ONDOUSDT,2024-12-25,2024-12-25T16:00:32.256000,1735142432256,1.6355,1.79,1.56,0.22999999999999998
ONEIRT,2024-12-25,2024-12-25T16:00:31.720000,1735142431720,25520,26470.0,24640.0,1830.0
ONEUSDT,2024-12-25,2024-12-25T16:00:32.060000,1735142432060,0.03238,0.03435,0.03039,0.003959999999999998
PAXGIRT,2024-12-25,2024-12-25T16:00:31.862000,1735142431862,2085000000,2110899980.0,2060000010.0,50899970.0
PAXGUSDT,2024-12-25,2024-12-25T16:00:32.312000,1735142432312,2643,2712.0,2580.0,132.0
PENDLEIRT,2024-12-25,2024-12-25T16:00:31.910000,1735142431910,4100000,4499990.0,3600000.0,899990.0
PENDLEUSDT,2024-12-25,2024-12-25T16:00:32.206000,1735142432206,5.192,6.333,4.1,2.2330000000000005
PMNUSDT,2024-12-25,2024-12-25T16:00:32.116000,1735142432116,0.0567,0.062,0.0522,0.009799999999999996
POLIRT,2024-12-25,2024-12-25T16:00:31.822000,1735142431822,406000,421000.0,402190.0,18810.0
POLUSDT,2024-12-25,2024-12-25T16:00:32.104000,1735142432104,0.5152,0.549,0.475,0.07400000000000007
QNTIRT,2024-12-25,2024-12-25T16:00:31.697000,1735142431697,94167050,104400000.0,65000000.0,39400000.0
QNTUSDT,2024-12-25,2024-12-25T16:00:32.174000,1735142432174,120,137.6,84.0,53.599999999999994
RDNTIRT,2024-12-25,2024-12-25T16:00:31.982000,1735142431982,48500,53350.0,45160.0,8190.0
RDNTUSDT,2024-12-25,2024-12-25T16:00:32.276000,1735142432276,0.0619,0.085,0.04,0.045000000000000005
RENDERIRT,2024-12-25,2024-12-25T16:00:31.855000,1735142431855,5980070,6225000.0,5934860.0,290140.0
RENDERUSDT,2024-12-25,2024-12-25T16:00:32.308000,1735142432308,7.6,8.307,7.26,1.0470000000000006
RSRIRT,2024-12-25,2024-12-25T16:00:32.006000,1735142432006,10862,11200.0,10620.0,580.0
RSRUSDT,2024-12-25,2024-12-25T16:00:32.291000,1735142432291,0.013676,0.0155,0.0121,0.0034000000000000002
SAFEIRT,2024-12-25,2024-12-25T16:00:31.917000,1735142431917,884230,955550.0,824000.0,131550.0
SAFEUSDT,2024-12-25,2024-12-25T16:00:32.210000,1735142432210,1.1202,1.29,0.8,0.49
SANDIRT,2024-12-25,2024-12-25T16:00:31.680000,1735142431680,476050,514490.0,452460.0,62030.0
SANDUSDT,2024-12-25,2024-12-25T16:00:32.144000,1735142432144,0.6051,0.675,0.557,0.118
SHIBIRT,2024-12-25,2024-12-25T16:00:31.782000,1735142431782,18006,18200.0,17900.0,300.0
SHIBUSDT,2024-12-25,2024-12-25T16:00:32.071000,1735142432071,0.02282,0.02339,0.02242,0.0009700000000000021
SKLIRT,2024-12-25,2024-12-25T16:00:31.904000,1735142431904,41120,44800.0,36600.0,8200.0
SKLUSDT,2024-12-25,2024-12-25T16:00:32.199000,1735142432199,0.05209,0.0727,0.02,0.0527
SLPIRT,2024-12-25,2024-12-25T16:00:31.814000,1735142431814,3286,3410.0,3189.0,221.0
SLPUSDT,2024-12-25,2024-12-25T16:00:32.139000,1735142432139,0.00415,0.0046,0.00355,0.0010499999999999997
SNTIRT,2024-12-25,2024-12-25T16:00:31.796000,1735142431796,34610,36800.0,32640.0,4160.0
SNTUSDT,2024-12-25,2024-12-25T16:00:32.125000,1735142432125,0.0439,0.051,0.0354,0.015599999999999996
SNXIRT,2024-12-25,2024-12-25T16:00:31.789000,1735142431789,1766470,1904190.0,1607350.0,296840.0
SNXUSDT,2024-12-25,2024-12-25T16:00:32.109000,1735142432109,2.227,2.55,1.865,0.6849999999999998
SOLIRT,2024-12-25,2024-12-25T16:00:31.755000,1735142431755,155764430,157799990.0,153750000.0,4049990.0
SOLUSDT,2024-12-25,2024-12-25T16:00:32.065000,1735142432065,198.595,200.797,194.092,6.704999999999984
SSVIRT,2024-12-25,2024-12-25T16:00:31.946000,1735142431946,18688880,21000000.0,14000000.0,7000000.0
SSVUSDT,2024-12-25,2024-12-25T16:00:32.234000,1735142432234,23.79,29.99,16.0,13.989999999999998
STORJIRT,2024-12-25,2024-12-25T16:00:31.783000,1735142431783,392000,439970.0,345220.0,94750.0
STORJUSDT,2024-12-25,2024-12-25T16:00:32.112000,1735142432112,0.5,0.5938,0.305,0.2888
SUPERIRT,2024-12-25,2024-12-25T16:00:31.994000,1735142431994,1350540,1482000.0,1120500.0,361500.0
SUPERUSDT,2024-12-25,2024-12-25T16:00:32.272000,1735142432272,1.73,2.05,1.0,1.0499999999999998
SUSHIIRT,2024-12-25,2024-12-25T16:00:31.656000,1735142431656,1255200,1315000.0,1230000.0,85000.0
SUSHIUSDT,2024-12-25,2024-12-25T16:00:32.153000,1735142432153,1.59,1.75,1.44,0.31000000000000005
TIRT,2024-12-25,2024-12-25T16:00:31.884000,1735142431884,22950,24440.0,21600.0,2840.0
TONIRT,2024-12-25,2024-12-25T16:00:31.878000,1735142431878,4670000,4737730.0,4625020.0,112710.0
TONUSDT,2024-12-25,2024-12-25T16:00:32.178000,1735142432178,5.932,6.107,5.803,0.30400000000000027
TRBIRT,2024-12-25,2024-12-25T16:00:31.954000,1735142431954,51307360,58000000.0,43800500.0,14199500.0
TRBUSDT,2024-12-25,2024-12-25T16:00:32.242000,1735142432242,65.42,76.0,51.9,24.1
TRXIRT,2024-12-25,2024-12-25T16:00:31.836000,1735142431836,202300,204200.0,200010.0,4190.0
TRXUSDT,2024-12-25,2024-12-25T16:00:32.103000,1735142432103,0.25633,0.26123,0.24963,0.011600000000000027
TUSDT,2024-12-25,2024-12-25T16:00:32.185000,1735142432185,0.0299,0.038,0.0231,0.0149
UMAIRT,2024-12-25,2024-12-25T16:00:31.898000,1735142431898,2271410,2785660.0,1365000.0,1420660.0
UMAUSDT,2024-12-25,2024-12-25T16:00:32.199000,1735142432199,2.805,3.86,1.91,1.95
UNIIRT,2024-12-25,2024-12-25T16:00:31.686000,1735142431686,10989930,11300000.0,10631000.0,669000.0
UNIUSDT,2024-12-25,2024-12-25T16:00:32.150000,1735142432150,13.86,14.695,13.413,1.282
USDCIRT,2024-12-25,2024-12-25T16:00:31.741000,1735142431741,790970,797900.0,782050.0,15850.0
USDCUSDT,2024-12-25,2024-12-25T16:00:32.049000,1735142432049,1.0019,1.59,0.9974,0.5926000000000001
USDTIRT,2024-12-25,2024-12-25T16:00:31.716000,1735142431716,788410,789930.0,787170.0,2760.0
WBTCIRT,2024-12-25,2024-12-25T16:00:31.673000,1735142431673,77011959930,88888888880.0,66900329260.0,21988559620.0
WBTCUSDT,2024-12-25,2024-12-25T16:00:32.159000,1735142432159,97667.9,110250.9,0.8,110250.09999999999
WIRT,2024-12-25,2024-12-25T16:00:31.950000,1735142431950,233280,242000.0,225550.0,16450.0
WLDIRT,2024-12-25,2024-12-25T16:00:31.959000,1735142431959,1830530,1911850.0,1800000.0,111850.0
WLDUSDT,2024-12-25,2024-12-25T16:00:32.250000,1735142432250,2.3189,2.49,2.18,0.31000000000000005
WOOIRT,2024-12-25,2024-12-25T16:00:31.887000,1735142431887,176220,195000.0,156000.0,39000.0
WOOUSDT,2024-12-25,2024-12-25T16:00:32.185000,1735142432185,0.22368,0.31,0.15224,0.15776
WUSDT,2024-12-25,2024-12-25T16:00:32.233000,1735142432233,0.2956,0.7,0.2589,0.44109999999999994
XAUTIRT,2024-12-25,2024-12-25T16:00:31.879000,1735142431879,2071549270,2115556660.0,2053090010.0,62466650.0
XAUTUSDT,2024-12-25,2024-12-25T16:00:32.329000,1735142432329,2637,2650.0,2618.9,31.09999999999991
XIRT,2024-12-25,2024-12-25T16:00:31.949000,1735142431949,142.99,146.7,140.5,6.199999999999989
